55.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,FINEST;DB,INFO;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
23:20:23.0 (56927929)|STATEMENT_EXECUTE|[5793]
23:20:23.0 (56929182)|STATEMENT_EXECUTE|[5800]
23:20:23.0 (56930363)|STATEMENT_EXECUTE|[5807]
23:20:23.0 (56931535)|STATEMENT_EXECUTE|[5814]
23:20:23.0 (56932817)|STATEMENT_EXECUTE|[5821]
23:20:23.0 (56934025)|STATEMENT_EXECUTE|[5828]
23:20:23.0 (56935193)|STATEMENT_EXECUTE|[5835]
23:20:23.0 (56936429)|STATEMENT_EXECUTE|[5842]
23:20:23.0 (56937591)|STATEMENT_EXECUTE|[5849]
23:20:23.0 (56938787)|STATEMENT_EXECUTE|[5856]
23:20:23.0 (56939988)|STATEMENT_EXECUTE|[5863]
23:20:23.0 (56941173)|STATEMENT_EXECUTE|[5870]
23:20:23.0 (56942422)|STATEMENT_EXECUTE|[5877]
23:20:23.0 (56943621)|STATEMENT_EXECUTE|[5888]
23:20:23.0 (56944834)|STATEMENT_EXECUTE|[5895]
23:20:23.0 (56946011)|STATEMENT_EXECUTE|[5905]
23:20:23.0 (56947160)|STATEMENT_EXECUTE|[5912]
23:20:23.0 (56948338)|STATEMENT_EXECUTE|[5919]
23:20:23.0 (56949510)|STATEMENT_EXECUTE|[5926]
23:20:23.0 (56950684)|STATEMENT_EXECUTE|[5933]
23:20:23.0 (56951866)|STATEMENT_EXECUTE|[5940]
23:20:23.0 (56953043)|STATEMENT_EXECUTE|[5947]
23:20:23.0 (56954208)|STATEMENT_EXECUTE|[5954]
23:20:23.0 (56955446)|STATEMENT_EXECUTE|[5963]
23:20:23.0 (56956614)|STATEMENT_EXECUTE|[5970]
23:20:23.0 (56957810)|STATEMENT_EXECUTE|[5977]
23:20:23.0 (56959129)|STATEMENT_EXECUTE|[5984]
23:20:23.0 (56960309)|STATEMENT_EXECUTE|[5991]
23:20:23.0 (56961469)|STATEMENT_EXECUTE|[5998]
23:20:23.0 (56962634)|STATEMENT_EXECUTE|[6005]
23:20:23.0 (56963803)|STATEMENT_EXECUTE|[6012]
23:20:23.0 (56965010)|STATEMENT_EXECUTE|[6021]
23:20:23.0 (56966177)|STATEMENT_EXECUTE|[6028]
23:20:23.0 (56967323)|STATEMENT_EXECUTE|[6035]
23:20:23.0 (56968502)|STATEMENT_EXECUTE|[6042]
23:20:23.0 (56969654)|STATEMENT_EXECUTE|[6049]
23:20:23.0 (56970826)|STATEMENT_EXECUTE|[6056]
23:20:23.0 (56972063)|STATEMENT_EXECUTE|[6063]
23:20:23.0 (56973224)|STATEMENT_EXECUTE|[6070]
23:20:23.0 (56974413)|STATEMENT_EXECUTE|[6077]
23:20:23.0 (56975582)|STATEMENT_EXECUTE|[6084]
23:20:23.0 (56976800)|STATEMENT_EXECUTE|[6091]
23:20:23.0 (56977953)|STATEMENT_EXECUTE|[6098]
23:20:23.0 (56979120)|STATEMENT_EXECUTE|[6105]
23:20:23.0 (56980311)|STATEMENT_EXECUTE|[6112]
23:20:23.0 (56981524)|STATEMENT_EXECUTE|[6119]
23:20:23.0 (56982714)|STATEMENT_EXECUTE|[6126]
23:20:23.0 (56983894)|STATEMENT_EXECUTE|[6133]
23:20:23.0 (56985274)|STATEMENT_EXECUTE|[6140]
23:20:23.0 (56986468)|STATEMENT_EXECUTE|[6147]
23:20:23.0 (56987645)|STATEMENT_EXECUTE|[6154]
23:20:23.0 (56988821)|STATEMENT_EXECUTE|[6161]
23:20:23.0 (56990029)|STATEMENT_EXECUTE|[6168]
23:20:23.0 (56991183)|STATEMENT_EXECUTE|[6175]
23:20:23.0 (56992365)|STATEMENT_EXECUTE|[6182]
23:20:23.0 (56993561)|STATEMENT_EXECUTE|[6192]
23:20:23.0 (56994722)|STATEMENT_EXECUTE|[6199]
23:20:23.0 (56995906)|STATEMENT_EXECUTE|[6206]
23:20:23.0 (56997135)|STATEMENT_EXECUTE|[6213]
23:20:23.0 (56998313)|STATEMENT_EXECUTE|[6220]
23:20:23.0 (56999530)|STATEMENT_EXECUTE|[6227]
23:20:23.0 (57000689)|STATEMENT_EXECUTE|[6234]
23:20:23.0 (57002269)|STATEMENT_EXECUTE|[6241]
23:20:23.0 (57003442)|STATEMENT_EXECUTE|[6248]
23:20:23.0 (57004599)|STATEMENT_EXECUTE|[6255]
23:20:23.0 (57005833)|STATEMENT_EXECUTE|[6262]
23:20:23.0 (57007000)|STATEMENT_EXECUTE|[6269]
23:20:23.0 (57008146)|STATEMENT_EXECUTE|[6278]
23:20:23.0 (57009313)|STATEMENT_EXECUTE|[6285]
23:20:23.0 (57010541)|STATEMENT_EXECUTE|[6294]
23:20:23.0 (57011859)|STATEMENT_EXECUTE|[6301]
23:20:23.0 (57013024)|STATEMENT_EXECUTE|[6308]
23:20:23.0 (57014280)|STATEMENT_EXECUTE|[6315]
23:20:23.0 (57015463)|STATEMENT_EXECUTE|[6322]
23:20:23.0 (57016644)|STATEMENT_EXECUTE|[6329]
23:20:23.0 (57017818)|STATEMENT_EXECUTE|[6336]
23:20:23.0 (57019014)|STATEMENT_EXECUTE|[6343]
23:20:23.0 (57020227)|STATEMENT_EXECUTE|[6350]
23:20:23.0 (57021421)|STATEMENT_EXECUTE|[6357]
23:20:23.0 (57022593)|STATEMENT_EXECUTE|[6364]
23:20:23.0 (57023761)|STATEMENT_EXECUTE|[6371]
23:20:23.0 (57024982)|STATEMENT_EXECUTE|[6378]
23:20:23.0 (57026160)|STATEMENT_EXECUTE|[6385]
23:20:23.0 (57027381)|STATEMENT_EXECUTE|[6392]
23:20:23.0 (57028570)|STATEMENT_EXECUTE|[6399]
23:20:23.0 (57029797)|STATEMENT_EXECUTE|[6406]
23:20:23.0 (57030976)|STATEMENT_EXECUTE|[6413]
23:20:23.0 (57032141)|STATEMENT_EXECUTE|[6420]
23:20:23.0 (57033355)|STATEMENT_EXECUTE|[6427]
23:20:23.0 (57034504)|STATEMENT_EXECUTE|[6434]
23:20:23.0 (57035700)|STATEMENT_EXECUTE|[6441]
23:20:23.0 (57036858)|STATEMENT_EXECUTE|[6448]
23:20:23.0 (57038772)|STATEMENT_EXECUTE|[6455]
23:20:23.0 (57040009)|STATEMENT_EXECUTE|[6462]
23:20:23.0 (57041264)|STATEMENT_EXECUTE|[6469]
23:20:23.0 (57042429)|STATEMENT_EXECUTE|[6476]
23:20:23.0 (57043598)|STATEMENT_EXECUTE|[6483]
23:20:23.0 (57044782)|STATEMENT_EXECUTE|[6490]
23:20:23.0 (57045947)|STATEMENT_EXECUTE|[6497]
23:20:23.0 (57047123)|STATEMENT_EXECUTE|[6504]
23:20:23.0 (57048327)|STATEMENT_EXECUTE|[6511]
23:20:23.0 (57049499)|STATEMENT_EXECUTE|[6518]
23:20:23.0 (57050671)|STATEMENT_EXECUTE|[6525]
23:20:23.0 (57051846)|STATEMENT_EXECUTE|[6532]
23:20:23.0 (57053014)|STATEMENT_EXECUTE|[6539]
23:20:23.0 (57054183)|STATEMENT_EXECUTE|[6546]
23:20:23.0 (57055410)|STATEMENT_EXECUTE|[6553]
23:20:23.0 (57056564)|STATEMENT_EXECUTE|[6560]
23:20:23.0 (57057733)|STATEMENT_EXECUTE|[6567]
23:20:23.0 (57058927)|STATEMENT_EXECUTE|[6574]
23:20:23.0 (57060213)|STATEMENT_EXECUTE|[6581]
23:20:23.0 (57061395)|STATEMENT_EXECUTE|[6588]
23:20:23.0 (57062567)|STATEMENT_EXECUTE|[6595]
23:20:23.0 (57064005)|STATEMENT_EXECUTE|[6602]
23:20:23.0 (57065200)|STATEMENT_EXECUTE|[6609]
23:20:23.0 (57066391)|STATEMENT_EXECUTE|[6616]
23:20:23.0 (57067574)|STATEMENT_EXECUTE|[6623]
23:20:23.0 (57068761)|STATEMENT_EXECUTE|[6630]
23:20:23.0 (57069923)|STATEMENT_EXECUTE|[6637]
23:20:23.0 (57071104)|STATEMENT_EXECUTE|[6646]
23:20:23.0 (57072285)|STATEMENT_EXECUTE|[6653]
23:20:23.0 (57073524)|STATEMENT_EXECUTE|[6660]
23:20:23.0 (57074703)|STATEMENT_EXECUTE|[6667]
23:20:23.0 (57075860)|STATEMENT_EXECUTE|[6674]
23:20:23.0 (57077022)|STATEMENT_EXECUTE|[6681]
23:20:23.0 (57078203)|STATEMENT_EXECUTE|[6694]
23:20:23.0 (57079433)|STATEMENT_EXECUTE|[6701]
23:20:23.0 (57080595)|STATEMENT_EXECUTE|[6708]
23:20:23.0 (57081785)|STATEMENT_EXECUTE|[6715]
23:20:23.0 (57082943)|STATEMENT_EXECUTE|[6724]
23:20:23.0 (57084108)|STATEMENT_EXECUTE|[6731]
23:20:23.0 (57085268)|STATEMENT_EXECUTE|[6738]
23:20:23.0 (57086434)|STATEMENT_EXECUTE|[6745]
23:20:23.0 (57087609)|STATEMENT_EXECUTE|[6752]
23:20:23.0 (57088764)|STATEMENT_EXECUTE|[6759]
23:20:23.0 (57090348)|STATEMENT_EXECUTE|[6766]
23:20:23.0 (57091516)|STATEMENT_EXECUTE|[6773]
23:20:23.0 (57092754)|STATEMENT_EXECUTE|[6780]
23:20:23.0 (57093944)|STATEMENT_EXECUTE|[6787]
23:20:23.0 (57095102)|STATEMENT_EXECUTE|[6794]
23:20:23.0 (57096307)|STATEMENT_EXECUTE|[6801]
23:20:23.0 (57097478)|STATEMENT_EXECUTE|[6808]
23:20:23.0 (57098819)|STATEMENT_EXECUTE|[6815]
23:20:23.0 (57099972)|STATEMENT_EXECUTE|[6822]
23:20:23.0 (57101196)|STATEMENT_EXECUTE|[6829]
23:20:23.0 (57102359)|STATEMENT_EXECUTE|[6836]
23:20:23.0 (57103550)|STATEMENT_EXECUTE|[6843]
23:20:23.0 (57104714)|STATEMENT_EXECUTE|[6850]
23:20:23.0 (57105892)|STATEMENT_EXECUTE|[6857]
23:20:23.0 (57107108)|STATEMENT_EXECUTE|[6864]
23:20:23.0 (57108345)|STATEMENT_EXECUTE|[6871]
23:20:23.0 (57109516)|STATEMENT_EXECUTE|[6880]
23:20:23.0 (57110690)|STATEMENT_EXECUTE|[6887]
23:20:23.0 (57111864)|STATEMENT_EXECUTE|[6894]
23:20:23.0 (57113037)|STATEMENT_EXECUTE|[6901]
23:20:23.0 (57114230)|STATEMENT_EXECUTE|[6908]
23:20:23.0 (57115388)|STATEMENT_EXECUTE|[6915]
23:20:23.0 (57117045)|STATEMENT_EXECUTE|[6922]
23:20:23.0 (57118219)|STATEMENT_EXECUTE|[6929]
23:20:23.0 (57119380)|STATEMENT_EXECUTE|[6936]
23:20:23.0 (57120562)|STATEMENT_EXECUTE|[6943]
23:20:23.0 (57121802)|STATEMENT_EXECUTE|[6950]
23:20:23.0 (57122969)|STATEMENT_EXECUTE|[6957]
23:20:23.0 (57124167)|STATEMENT_EXECUTE|[6964]
23:20:23.0 (57125325)|STATEMENT_EXECUTE|[6971]
23:20:23.0 (57126503)|STATEMENT_EXECUTE|[6978]
23:20:23.0 (57127735)|STATEMENT_EXECUTE|[6985]
23:20:23.0 (57128905)|STATEMENT_EXECUTE|[6992]
23:20:23.0 (57130111)|STATEMENT_EXECUTE|[6999]
23:20:23.0 (57131266)|STATEMENT_EXECUTE|[7006]
23:20:23.0 (57132521)|STATEMENT_EXECUTE|[7013]
23:20:23.0 (57133714)|STATEMENT_EXECUTE|[7020]
23:20:23.0 (57134876)|STATEMENT_EXECUTE|[7027]
23:20:23.0 (57135820)|STATEMENT_EXECUTE|[7034]
23:20:23.0 (57136717)|STATEMENT_EXECUTE|[7041]
23:20:23.0 (57137553)|STATEMENT_EXECUTE|[7048]
23:20:23.0 (57138421)|STATEMENT_EXECUTE|[7055]
23:20:23.0 (57139279)|STATEMENT_EXECUTE|[7062]
23:20:23.0 (57140118)|STATEMENT_EXECUTE|[7069]
23:20:23.0 (57141219)|STATEMENT_EXECUTE|[7082]
23:20:23.0 (57142068)|STATEMENT_EXECUTE|[7089]
23:20:23.0 (57142898)|STATEMENT_EXECUTE|[7096]
23:20:23.0 (57143722)|STATEMENT_EXECUTE|[7103]
23:20:23.0 (57144562)|STATEMENT_EXECUTE|[7110]
23:20:23.0 (57145423)|STATEMENT_EXECUTE|[7117]
23:20:23.0 (57146262)|STATEMENT_EXECUTE|[7124]
23:20:23.0 (57147108)|STATEMENT_EXECUTE|[7131]
23:20:23.0 (57147984)|STATEMENT_EXECUTE|[7139]
23:20:23.0 (57148844)|STATEMENT_EXECUTE|[7146]
23:20:23.0 (57149679)|STATEMENT_EXECUTE|[7155]
23:20:23.0 (57150523)|STATEMENT_EXECUTE|[7162]
23:20:23.0 (57151361)|STATEMENT_EXECUTE|[7173]
23:20:23.0 (57152214)|STATEMENT_EXECUTE|[7180]
23:20:23.0 (57153063)|STATEMENT_EXECUTE|[7187]
23:20:23.0 (57153920)|STATEMENT_EXECUTE|[7194]
23:20:23.0 (57154783)|STATEMENT_EXECUTE|[7201]
23:20:23.0 (57155663)|STATEMENT_EXECUTE|[7208]
23:20:23.0 (57156525)|STATEMENT_EXECUTE|[7217]
23:20:23.0 (57157386)|STATEMENT_EXECUTE|[7224]
23:20:23.0 (57158225)|STATEMENT_EXECUTE|[7231]
23:20:23.0 (57159670)|STATEMENT_EXECUTE|[7238]
23:20:23.0 (57160730)|STATEMENT_EXECUTE|[7245]
23:20:23.0 (57161573)|STATEMENT_EXECUTE|[7252]
23:20:23.0 (57162413)|STATEMENT_EXECUTE|[7259]
23:20:23.0 (57163259)|STATEMENT_EXECUTE|[7266]
23:20:23.0 (57164112)|STATEMENT_EXECUTE|[7273]
23:20:23.0 (57164947)|STATEMENT_EXECUTE|[7280]
23:20:23.0 (57165779)|STATEMENT_EXECUTE|[7287]
23:20:23.0 (57166621)|STATEMENT_EXECUTE|[7294]
23:20:23.0 (57167458)|STATEMENT_EXECUTE|[7301]
23:20:23.0 (57168294)|STATEMENT_EXECUTE|[7308]
23:20:23.0 (57169143)|STATEMENT_EXECUTE|[7315]
23:20:23.0 (57169989)|STATEMENT_EXECUTE|[7322]
23:20:23.0 (57170825)|STATEMENT_EXECUTE|[7329]
23:20:23.0 (57171658)|STATEMENT_EXECUTE|[7336]
23:20:23.0 (57172527)|STATEMENT_EXECUTE|[7343]
23:20:23.0 (57173363)|STATEMENT_EXECUTE|[7350]
23:20:23.0 (57174192)|STATEMENT_EXECUTE|[7357]
23:20:23.0 (57175016)|STATEMENT_EXECUTE|[7364]
23:20:23.0 (57175835)|STATEMENT_EXECUTE|[7373]
23:20:23.0 (57176701)|STATEMENT_EXECUTE|[7380]
23:20:23.0 (57177541)|STATEMENT_EXECUTE|[7387]
23:20:23.0 (57178519)|STATEMENT_EXECUTE|[7394]
23:20:23.0 (57179364)|STATEMENT_EXECUTE|[7401]
23:20:23.0 (57180209)|STATEMENT_EXECUTE|[7408]
23:20:23.0 (57181056)|STATEMENT_EXECUTE|[7415]
23:20:23.0 (57181901)|STATEMENT_EXECUTE|[7422]
23:20:23.0 (57182746)|STATEMENT_EXECUTE|[7429]
23:20:23.0 (57183583)|STATEMENT_EXECUTE|[7436]
23:20:23.0 (57184419)|STATEMENT_EXECUTE|[7443]
23:20:23.0 (57185282)|STATEMENT_EXECUTE|[7450]
23:20:23.0 (57186113)|STATEMENT_EXECUTE|[7459]
23:20:23.0 (57186963)|STATEMENT_EXECUTE|[7466]
23:20:23.0 (57187794)|STATEMENT_EXECUTE|[7473]
23:20:23.0 (57188630)|STATEMENT_EXECUTE|[7480]
23:20:23.0 (57189468)|STATEMENT_EXECUTE|[7487]
23:20:23.0 (57190308)|STATEMENT_EXECUTE|[7494]
23:20:23.0 (57191147)|STATEMENT_EXECUTE|[7501]
23:20:23.0 (57192021)|STATEMENT_EXECUTE|[7508]
23:20:23.0 (57192894)|STATEMENT_EXECUTE|[7515]
23:20:23.0 (57193744)|STATEMENT_EXECUTE|[7522]
23:20:23.0 (57194576)|STATEMENT_EXECUTE|[7529]
23:20:23.0 (57195460)|STATEMENT_EXECUTE|[7536]
23:20:23.0 (57196324)|STATEMENT_EXECUTE|[7544]
23:20:23.0 (57197297)|STATEMENT_EXECUTE|[7553]
23:20:23.0 (57198139)|STATEMENT_EXECUTE|[7659]
23:20:23.0 (57198987)|STATEMENT_EXECUTE|[7687]
23:20:23.0 (57199835)|STATEMENT_EXECUTE|[7712]
23:20:23.0 (57200671)|STATEMENT_EXECUTE|[7735]
23:20:23.0 (57201512)|STATEMENT_EXECUTE|[7749]
23:20:23.0 (57202339)|STATEMENT_EXECUTE|[7757]
23:20:23.0 (57203181)|STATEMENT_EXECUTE|[7765]
23:20:23.0 (57204023)|STATEMENT_EXECUTE|[7781]
23:20:23.0 (57204866)|STATEMENT_EXECUTE|[7788]
23:20:23.0 (57205702)|STATEMENT_EXECUTE|[7800]
23:20:23.0 (57206548)|STATEMENT_EXECUTE|[7819]
23:20:23.0 (57207379)|STATEMENT_EXECUTE|[7849]
23:20:23.0 (57208212)|STATEMENT_EXECUTE|[7863]
23:20:23.0 (57209053)|STATEMENT_EXECUTE|[7881]
23:20:23.0 (57209896)|STATEMENT_EXECUTE|[7889]
23:20:23.0 (57210747)|STATEMENT_EXECUTE|[7899]
23:20:23.0 (57211599)|STATEMENT_EXECUTE|[7924]
23:20:23.0 (57212454)|STATEMENT_EXECUTE|[7936]
23:20:23.0 (57213290)|STATEMENT_EXECUTE|[7956]
23:20:23.0 (57214145)|STATEMENT_EXECUTE|[7964]
23:20:23.0 (57214998)|STATEMENT_EXECUTE|[7984]
23:20:23.0 (57216020)|STATEMENT_EXECUTE|[7990]
23:20:23.0 (57216879)|STATEMENT_EXECUTE|[8020]
23:20:23.0 (57217718)|STATEMENT_EXECUTE|[8036]
23:20:23.0 (57218569)|STATEMENT_EXECUTE|[8046]
23:20:23.0 (57219396)|STATEMENT_EXECUTE|[8061]
23:20:23.0 (57220241)|STATEMENT_EXECUTE|[8071]
23:20:23.0 (57221094)|STATEMENT_EXECUTE|[8084]
23:20:23.0 (57221944)|STATEMENT_EXECUTE|[8128]
23:20:23.0 (57222793)|STATEMENT_EXECUTE|[8140]
23:20:23.0 (57223637)|STATEMENT_EXECUTE|[8154]
23:20:23.0 (57224469)|STATEMENT_EXECUTE|[8162]
23:20:23.0 (57225304)|STATEMENT_EXECUTE|[8186]
23:20:23.0 (57226158)|STATEMENT_EXECUTE|[8192]
23:20:23.0 (57227319)|STATEMENT_EXECUTE|[8204]
23:20:23.0 (57228241)|STATEMENT_EXECUTE|[8210]
23:20:23.0 (57229102)|STATEMENT_EXECUTE|[8218]
23:20:23.0 (57229974)|STATEMENT_EXECUTE|[8224]
23:20:23.0 (57230836)|STATEMENT_EXECUTE|[8231]
23:20:23.0 (57231703)|STATEMENT_EXECUTE|[8255]
23:20:23.0 (57232567)|STATEMENT_EXECUTE|[8283]
23:20:23.0 (57233425)|STATEMENT_EXECUTE|[8293]
23:20:23.0 (57237429)|STATEMENT_EXECUTE|[8314]
23:20:23.0 (57238466)|STATEMENT_EXECUTE|[8320]
23:20:23.0 (57239340)|STATEMENT_EXECUTE|[8336]
23:20:23.0 (57240197)|STATEMENT_EXECUTE|[8352]
23:20:23.0 (57241052)|STATEMENT_EXECUTE|[8364]
23:20:23.0 (57241911)|STATEMENT_EXECUTE|[8376]
23:20:23.0 (57242747)|STATEMENT_EXECUTE|[8390]
23:20:23.0 (57243589)|STATEMENT_EXECUTE|[8399]
23:20:23.0 (57244449)|STATEMENT_EXECUTE|[8413]
23:20:23.0 (57245317)|STATEMENT_EXECUTE|[8421]
23:20:23.0 (57246179)|STATEMENT_EXECUTE|[8431]
23:20:23.0 (57247028)|STATEMENT_EXECUTE|[8442]
23:20:23.0 (57247866)|STATEMENT_EXECUTE|[8452]
23:20:23.0 (57248713)|STATEMENT_EXECUTE|[8458]
23:20:23.0 (57249564)|STATEMENT_EXECUTE|[8474]
23:20:23.0 (57250410)|STATEMENT_EXECUTE|[8503]
23:20:23.0 (57251282)|STATEMENT_EXECUTE|[8509]
23:20:23.0 (57252144)|STATEMENT_EXECUTE|[8565]
23:20:23.0 (57253012)|STATEMENT_EXECUTE|[8573]
23:20:23.0 (57253885)|STATEMENT_EXECUTE|[8585]
23:20:23.0 (57254736)|STATEMENT_EXECUTE|[8597]
23:20:23.0 (57255594)|STATEMENT_EXECUTE|[8609]
23:20:23.0 (57256597)|STATEMENT_EXECUTE|[8628]
23:20:23.0 (57257451)|STATEMENT_EXECUTE|[8653]
23:20:23.0 (57258332)|STATEMENT_EXECUTE|[8679]
23:20:23.0 (57259666)|STATEMENT_EXECUTE|[8695]
23:20:23.0 (57260773)|STATEMENT_EXECUTE|[8701]
23:20:23.0 (57261906)|STATEMENT_EXECUTE|[8709]
23:20:23.0 (57263037)|STATEMENT_EXECUTE|[8715]
23:20:23.0 (57264170)|STATEMENT_EXECUTE|[8735]
23:20:23.0 (57265348)|STATEMENT_EXECUTE|[8744]
23:20:23.0 (57266544)|STATEMENT_EXECUTE|[8750]
23:20:23.0 (57268106)|STATEMENT_EXECUTE|[8758]
23:20:23.0 (57269330)|STATEMENT_EXECUTE|[8768]
23:20:23.0 (57270554)|STATEMENT_EXECUTE|[8777]
23:20:23.0 (57271780)|STATEMENT_EXECUTE|[8794]
23:20:23.0 (57273079)|STATEMENT_EXECUTE|[8800]
23:20:23.0 (57274359)|STATEMENT_EXECUTE|[8808]
23:20:23.0 (57275733)|STATEMENT_EXECUTE|[8836]
23:20:23.0 (57277045)|STATEMENT_EXECUTE|[8845]
23:20:23.0 (57278008)|STATEMENT_EXECUTE|[8861]
23:20:23.0 (57278899)|STATEMENT_EXECUTE|[8877]
23:20:23.0 (57279750)|STATEMENT_EXECUTE|[8885]
23:20:23.0 (57280600)|STATEMENT_EXECUTE|[8899]
23:20:23.0 (57281616)|STATEMENT_EXECUTE|[8905]
23:20:23.0 (57282473)|STATEMENT_EXECUTE|[8913]
23:20:23.0 (57283329)|STATEMENT_EXECUTE|[8921]
23:20:23.0 (57284186)|STATEMENT_EXECUTE|[8975]
23:20:23.0 (57285049)|STATEMENT_EXECUTE|[8981]
23:20:23.0 (57285891)|STATEMENT_EXECUTE|[8990]
23:20:23.0 (57286752)|STATEMENT_EXECUTE|[9028]
23:20:23.0 (57287594)|STATEMENT_EXECUTE|[9054]
23:20:23.0 (57288443)|STATEMENT_EXECUTE|[9066]
23:20:23.0 (57289290)|STATEMENT_EXECUTE|[9077]
23:20:23.0 (57290151)|STATEMENT_EXECUTE|[9089]
23:20:23.0 (57290997)|STATEMENT_EXECUTE|[9103]
23:20:23.0 (57291867)|STATEMENT_EXECUTE|[9111]
23:20:23.0 (57292719)|STATEMENT_EXECUTE|[9120]
23:20:23.0 (57293565)|STATEMENT_EXECUTE|[9140]
23:20:23.0 (57294423)|STATEMENT_EXECUTE|[9150]
23:20:23.0 (57295276)|STATEMENT_EXECUTE|[9160]
23:20:23.0 (57296132)|STATEMENT_EXECUTE|[9205]
23:20:23.0 (57296983)|STATEMENT_EXECUTE|[9243]
23:20:23.0 (57297842)|STATEMENT_EXECUTE|[9253]
23:20:23.0 (57298694)|STATEMENT_EXECUTE|[9263]
23:20:23.0 (57299551)|STATEMENT_EXECUTE|[9303]
23:20:23.0 (57300550)|STATEMENT_EXECUTE|[9348]
23:20:23.0 (57305495)|METHOD_EXIT|[32]|pwr.Metadata_Service
23:20:23.0 (57319568)|HEAP_ALLOCATE|[9378]|Bytes:16
23:20:23.0 (57354093)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
23:20:23.0 (57373843)|VARIABLE_ASSIGNMENT|[9378]|this.ns_map_type_info|["http://soap.sforce.c (19 more) ...","Metadata_Service"]|0x637fc860
23:20:23.0 (57382740)|CONSTRUCTOR_EXIT|[89]|01pH4000002h7nw|<init>()|pwr.Metadata_Service.MetadataPort
23:20:23.0 (57388261)|VARIABLE_SCOPE_BEGIN|[89]|service|pwr.Metadata_Service.MetadataPort|true|false
23:20:23.0 (57439174)|VARIABLE_ASSIGNMENT|[89]|service|{"AllOrNoneHeader_hns":"AllOrNoneHeader=http (35 more) ...","CallOptions_hns":"CallOptions=http://s (31 more) ...","DebuggingHeader_hns":"DebuggingHeader=http (35 more) ...","DebuggingInfo_hns":"DebuggingInfo=http:/ (33 more) ...","endpoint_x":"https://force-speed- (58 more) ...","ns_map_type_info":"0x6e6ba750","SessionHeader_hns":"SessionHeader=http:/ (33 more) ..."}|0x637fc860
23:20:23.0 (57446706)|STATEMENT_EXECUTE|[90]
23:20:23.0 (57463143)|HEAP_ALLOCATE|[90]|Bytes:20
23:20:23.0 (57480355)|CONSTRUCTOR_ENTRY|[90]|01pH4000002h7nw|<init>()|pwr.Metadata_Service.SessionHeader_element
23:20:23.0 (57504729)|VARIABLE_SCOPE_BEGIN|[2305]|this|pwr.Metadata_Service.SessionHeader_element|true|false
23:20:23.0 (57547447)|VARIABLE_ASSIGNMENT|[2305]|this|{}|0x1e9ef5e9
23:20:23.0 (57565601)|STATEMENT_EXECUTE|[2305]
23:20:23.0 (57566708)|STATEMENT_EXECUTE|[2307]
23:20:23.0 (57567919)|STATEMENT_EXECUTE|[2308]
23:20:23.0 (57576048)|HEAP_ALLOCATE|[2308]|Bytes:4
23:20:23.0 (57582115)|SYSTEM_CONSTRUCTOR_ENTRY|[2308]|<init>()
23:20:23.0 (57603017)|SYSTEM_CONSTRUCTOR_EXIT|[2308]|<init>()
23:20:23.0 (57606928)|HEAP_ALLOCATE|[2308]|Bytes:9
23:20:23.0 (57615813)|HEAP_ALLOCATE|[2308]|Bytes:1
23:20:23.0 (57620193)|HEAP_ALLOCATE|[2308]|Bytes:5
23:20:23.0 (57636337)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
23:20:23.0 (57648072)|VARIABLE_ASSIGNMENT|[2308]|this.sessionId_type_info|"List of size 6 too large to display"|0x1e9ef5e9
23:20:23.0 (57652736)|STATEMENT_EXECUTE|[2309]
23:20:23.0 (57656939)|HEAP_ALLOCATE|[2309]|Bytes:4
23:20:23.0 (57660777)|SYSTEM_CONSTRUCTOR_ENTRY|[2309]|<init>()
23:20:23.0 (57667090)|SYSTEM_CONSTRUCTOR_EXIT|[2309]|<init>()
23:20:23.0 (57671389)|HEAP_ALLOCATE|[2309]|Bytes:4
23:20:23.0 (57681554)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
23:20:23.0 (57689309)|VARIABLE_ASSIGNMENT|[2309]|this.apex_schema_type_info|["http://soap.sforce.c (19 more) ...","true","false"]|0x1e9ef5e9
23:20:23.0 (57693589)|STATEMENT_EXECUTE|[2310]
23:20:23.0 (57696665)|HEAP_ALLOCATE|[2310]|Bytes:4
23:20:23.0 (57700093)|SYSTEM_CONSTRUCTOR_ENTRY|[2310]|<init>()
23:20:23.0 (57705161)|SYSTEM_CONSTRUCTOR_EXIT|[2310]|<init>()
23:20:23.0 (57713598)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (57718179)|VARIABLE_ASSIGNMENT|[2310]|this.field_order_type_info|["sessionId"]|0x1e9ef5e9
23:20:23.0 (57724007)|CONSTRUCTOR_EXIT|[90]|01pH4000002h7nw|<init>()|pwr.Metadata_Service.SessionHeader_element
23:20:23.0 (57732692)|VARIABLE_ASSIGNMENT|[90]|this.SessionHeader|0x1e9ef5e9|0x637fc860
23:20:23.0 (57736976)|STATEMENT_EXECUTE|[91]
23:20:23.0 (57769800)|HEAP_ALLOCATE|[91]|Bytes:105
23:20:23.0 (57777426)|SYSTEM_METHOD_ENTRY|[1]|UserInfo.UserInfo()
23:20:23.0 (57779677)|STATEMENT_EXECUTE|[1]
